Inputs,Simulation Time: 200,Lions: 4,Wolves: 4,Rabbits: 15,distance of interaction: 2.0,Grass grow time(ticks): 500000
 ,life span: ,100,60,50
 ,Breeding Cooldown,1000,600,100
 , Mating Threshold,80,85,95
 ,Hunger Threshold,70,70,80
 ,Thirst Threshold,80,80,80
Iterations,Number of Lions,Number of Wolves,Number of Rabbits
1,4,4,15
2,4,4,15
3,4,4,16
4,4,3,15
5,4,3,15
6,4,3,15
7,4,3,15
8,4,3,16
9,4,3,17
10,4,3,17
11,4,3,16
12,4,3,16
13,4,3,17
14,4,3,19
15,4,3,19
16,3,3,21
17,3,2,21
18,3,2,17
19,2,2,17
20,2,2,17
21,2,1,15
22,2,1,13
23,2,1,13
24,2,1,12
25,2,1,12
26,2,1,11
27,2,1,13
28,2,1,12
29,1,1,9
30,1,1,9
31,1,1,8
32,1,1,6
33,0,1,6
34,0,1,6
35,0,1,4
36,0,1,4
37,0,1,4
38,0,1,4
39,0,1,3
40,0,1,3
41,0,1,3
42,0,1,3
43,0,1,2
44,0,1,2
45,0,1,2
46,0,1,2
47,0,1,2
48,0,1,1
49,0,1,1
50,0,1,1
51,0,1,1
52,0,1,1
53,0,1,1
54,0,1,1
55,0,1,1
56,0,1,1
57,0,1,1
58,0,1,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,0,0,0
183,0,0,0
184,0,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,0,0,0
189,0,0,0
190,0,0,0
191,0,0,0
192,0,0,0
193,0,0,0
194,0,0,0
195,0,0,0
196,0,0,0
197,0,0,0
198,0,0,0
199,0,0,0
200,0,0,0
